ID,Player,Team,Position,Cost,Selection,Form,Points,Minutes,Goals,Assists,Clean_Sheets,Goals_Conceded,Own_Goals,Pen_Saved,Yellow,Reds,Saves,Bonus,Bonus_Syst,Influence,Creativity,Threat,ICT_Index,Dream_Team,Form_Value,Season_Value,PPG
TrezeguetAVLMID,Trezeguet,AVL,MID,5.50,0.0290,1.00,1,58,0,0,0,0,0,0,0,0,0,0,4.00,16.40,14.30,35.00,6.60,0,0.20,0.20,1.0
BarkleyCHEMID,Barkley,CHE,MID,6.00,0.0770,1.00,1,57,0,0,0,1,0,0,0,0,0,0,1.00,0.00,0.00,0.00,0.00,0,0.20,0.20,1.0
StiepermannNORMID,Stiepermann,NOR,MID,5.50,0.0010,1.00,1,57,0,0,0,4,0,0,0,0,0,0,1.00,1.60,0.40,19.00,2.10,0,0.20,0.20,1.0
WilshereWHUMID,Wilshere,WHU,MID,5.00,0.0060,1.00,1,55,0,0,0,2,0,0,0,0,0,0,3.00,2.60,2.10,0.00,0.50,0,0.20,0.20,1.0
ShelveyNEWMID,Shelvey,NEW,MID,5.00,0.0040,1.00,1,53,0,0,0,0,0,0,0,0,0,0,4.00,0.00,0.00,0.00,0.00,0,0.20,0.20,1.0
AdrianLIVGKP,Adrian,LIV,GKP,4.50,0.0110,1.00,1,51,0,0,0,1,0,0,0,0,2,0,7.00,10.60,0.00,0.00,1.10,0,0.20,0.20,1.0
Andre GomesEVEMID,Andre Gomes,EVE,MID,5.50,0.0120,1.00,1,45,0,0,0,0,0,0,0,0,0,0,6.00,7.60,11.30,0.00,1.90,0,0.20,0.20,1.0
GbaminEVEMID,Gbamin,EVE,MID,5.00,0.0010,1.00,1,45,0,0,0,0,0,0,0,0,0,0,6.00,6.80,4.60,0.00,1.10,0,0.20,0.20,1.0
PereyraWATMID,Pereyra,WAT,MID,6.00,0.0410,1.00,1,45,0,0,0,2,0,0,0,0,0,0,3.00,2.80,3.30,30.00,3.60,0,0.20,0.20,1.0
DeulofeuWATFWD,Deulofeu,WAT,FWD,6.50,0.0580,1.00,1,45,0,0,0,1,0,0,0,0,0,0,1.00,0.00,5.50,3.00,0.60,0,0.20,0.20,1.0
AntonioWHUMID,Antonio,WHU,MID,7.00,0.0170,1.00,1,45,0,0,0,1,0,0,0,0,0,0,2.00,3.80,12.30,0.00,1.60,0,0.10,0.10,1.0
FornalsWHUMID,Fornals,WHU,MID,6.50,0.0100,1.00,1,45,0,0,0,4,0,0,0,0,0,0,3.00,6.60,1.40,0.00,0.80,0,0.20,0.20,1.0
AlissonLIVGKP,Alisson,LIV,GKP,6.00,0.2490,1.00,1,38,0,0,0,0,0,0,0,0,2,0,7.00,5.60,0.00,0.00,0.60,0,0.20,0.20,1.0
WillemsNEWDEF,Willems,NEW,DEF,4.50,0.0020,1.00,1,36,0,0,0,1,0,0,0,0,0,0,6.00,0.00,0.00,0.00,0.00,0,0.20,0.20,1.0
SnodgrassWHUMID,Snodgrass,WHU,MID,5.50,0.0030,1.00,1,34,0,0,0,3,0,0,0,0,0,0,7.00,2.20,15.80,0.00,1.80,0,0.20,0.20,1.0
PulisicCHEMID,Pulisic,CHE,MID,7.50,0.0910,1.00,1,32,0,0,0,3,0,0,0,0,0,0,4.00,0.00,0.00,0.00,0.00,0,0.10,0.10,1.0
LeitnerNORMID,Leitner,NOR,MID,4.50,0.0030,0.00,0,32,0,0,0,0,0,0,1,0,0,0,0.00,1.20,1.20,4.00,0.60,0,0.00,0.00,0.0
JotaAVLMID,Jota,AVL,MID,6.00,0.0030,1.00,1,31,0,0,0,3,0,0,0,0,0,0,1.00,3.60,0.80,0.00,0.40,0,0.20,0.20,1.0
BarnesLEIMID,Barnes,LEI,MID,6.00,0.0020,1.00,1,29,0,0,0,0,0,0,0,0,0,0,3.00,0.00,0.00,0.00,0.00,0,0.20,0.20,1.0
McBurnieSHUFWD,McBurnie,SHU,FWD,6.00,0.0020,1.00,1,27,0,0,0,0,0,0,0,0,0,0,3.00,3.40,1.70,4.00,0.90,0,0.20,0.20,1.0
CeballosARSMID,Ceballos,ARS,MID,5.50,0.0390,1.00,1,26,0,0,0,0,0,0,0,0,0,0,3.00,0.00,0.00,0.00,0.00,0,0.20,0.20,1.0
AndoneBHAFWD,Andone,BHA,FWD,5.00,0.0080,6.00,6,26,1,0,0,0,0,0,0,0,0,1,27.00,40.00,0.50,17.00,5.80,0,1.20,1.20,6.0
MaupayBHAFWD,Maupay,BHA,FWD,6.00,0.0050,6.00,6,26,1,0,0,0,0,0,0,0,0,1,27.00,0.00,0.00,0.00,0.00,0,1.00,1.00,6.0
EriksenTOTMID,Eriksen,TOT,MID,9.00,0.0670,1.00,1,26,0,0,0,0,0,0,0,0,0,0,10.00,12.60,40.80,18.00,7.10,0,0.10,0.10,1.0
ZahaCRYMID,Zaha,CRY,MID,7.00,0.1930,1.00,1,25,0,0,0,0,0,0,0,0,0,0,1.00,4.40,0.80,32.00,3.70,0,0.10,0.10,1.0
GiroudCHEFWD,Giroud,CHE,FWD,7.00,0.0250,1.00,1,24,0,0,0,2,0,0,0,0,0,0,2.00,0.00,0.00,0.00,0.00,0,0.10,0.10,1.0
ObafemiSOUFWD,Obafemi,SOU,FWD,5.00,0.0030,1.00,1,24,0,0,0,2,0,0,0,0,0,0,0.00,0.00,0.40,4.00,0.40,0,0.20,0.20,1.0
ChicharitoWHUFWD,Chicharito,WHU,FWD,6.00,0.0100,1.00,1,24,0,0,0,3,0,0,0,0,0,0,0.00,1.60,1.00,18.00,2.10,0,0.20,0.20,1.0
Saint-MaximinNEWMID,Saint-Maximin,NEW,MID,5.50,0.0070,1.00,1,23,0,0,0,0,0,0,0,0,0,0,2.00,0.00,0.00,0.00,0.00,0,0.20,0.20,1.0
BashamSHUDEF,Basham,SHU,DEF,4.50,0.0020,2.00,2,81,0,0,0,1,0,0,0,0,0,0,9.00,9.60,1.50,2.00,1.30,0,0.40,0.40,2.0
NevesWOLMID,Neves,WOL,MID,5.50,0.0870,2.00,2,80,0,0,1,0,0,0,1,0,0,0,10.00,0.00,0.00,0.00,0.00,0,0.40,0.40,2.0
David SilvaMCIMID,David Silva,MCI,MID,7.50,0.0480,3.00,3,79,0,0,1,0,0,0,0,0,0,0,11.00,7.00,32.30,17.00,5.60,0,0.40,0.40,3.0
SigurdssonEVEMID,Sigurdsson,EVE,MID,8.00,0.1370,3.00,3,78,0,0,1,0,0,0,0,0,0,0,3.00,4.80,13.10,37.00,5.50,0,0.40,0.40,3.0
De BruyneMCIMID,De Bruyne,MCI,MID,9.50,0.1620,7.00,7,78,0,1,1,0,0,0,0,0,0,1,37.00,36.80,37.40,27.00,10.10,0,0.70,0.70,7.0
LundstramSHUDEF,Lundstram,SHU,DEF,4.00,0.0760,3.00,3,77,0,0,0,1,0,0,0,0,0,1,20.00,4.80,24.20,3.00,3.20,0,0.80,0.80,3.0
SchneiderlinEVEMID,Schneiderlin,EVE,MID,4.50,0.0130,0.00,0,75,0,0,1,0,0,0,0,1,0,0,1.00,9.40,13.10,0.00,2.30,0,0.00,0.00,0.0
PerezLEIMID,Perez,LEI,MID,6.50,0.1670,3.00,3,75,0,0,1,0,0,0,0,0,0,0,7.00,0.00,0.00,0.00,0.00,0,0.50,0.50,3.0
JotaWOLFWD,Jota,WOL,FWD,6.50,0.1330,2.00,2,75,0,0,1,0,0,0,0,0,0,0,4.00,0.00,0.00,0.00,0.00,0,0.30,0.30,2.0
GrayWATFWD,Gray,WAT,FWD,6.00,0.0080,2.00,2,74,0,0,0,2,0,0,0,0,0,0,3.00,1.40,2.50,17.00,2.10,0,0.30,0.30,2.0
WesleyAVLFWD,Wesley,AVL,FWD,6.00,0.0110,2.00,2,73,0,0,0,1,0,0,0,0,0,0,2.00,5.00,1.10,17.00,2.30,0,0.30,0.30,2.0
OrigiLIVFWD,Origi,LIV,FWD,5.50,0.0520,12.00,12,73,1,1,0,1,0,0,0,0,0,3,46.00,45.40,26.40,21.00,9.30,0,2.20,2.20,12.0
PereiraMUNMID,Pereira,MUN,MID,5.00,0.0030,6.00,6,73,0,1,1,0,0,0,0,0,0,0,22.00,0.00,0.00,0.00,0.00,0,1.20,1.20,6.0
JorginhoCHEMID,Jorginho,CHE,MID,5.00,0.0400,1.00,1,72,0,0,0,3,0,0,1,0,0,0,10.00,0.00,0.00,0.00,0.00,0,0.20,0.20,1.0
StephensSOUDEF,Stephens,SOU,DEF,4.50,0.0010,1.00,1,72,0,0,0,2,0,0,0,0,0,0,10.00,9.80,0.10,2.00,1.20,0,0.20,0.20,1.0
AdamsSOUFWD,Adams,SOU,FWD,6.00,0.0130,2.00,2,72,0,0,0,2,0,0,0,0,0,0,0.00,0.00,1.80,21.00,1.60,0,0.30,0.30,2.0
NelsonARSMID,Nelson,ARS,MID,5.50,0.0020,2.00,2,70,0,0,1,0,0,0,1,0,0,0,10.00,0.00,0.00,0.00,0.00,0,0.40,0.40,2.0
TrybullNORMID,Trybull,NOR,MID,4.50,0.0100,2.00,2,69,0,0,0,4,0,0,0,0,0,0,11.00,4.40,0.60,4.00,0.90,0,0.40,0.40,2.0
Calvert-LewinEVEFWD,Calvert-Lewin,EVE,FWD,6.00,0.0190,2.00,2,68,0,0,1,0,0,0,0,0,0,0,5.00,1.40,11.20,6.00,1.90,0,0.30,0.30,2.0
JesusMCIFWD,Jesus,MCI,FWD,9.50,0.0280,6.00,6,68,1,0,1,0,0,0,0,0,0,0,31.00,33.40,4.80,42.00,8.00,0,0.60,0.60,6.0
LongstaffNEWMID,Longstaff,NEW,MID,5.00,0.0080,2.00,2,66,0,0,0,1,0,0,0,0,0,0,8.00,0.00,0.00,0.00,0.00,0,0.40,0.40,2.0
AbrahamCHEFWD,Abraham,CHE,FWD,7.00,0.0230,1.00,1,65,0,0,0,2,0,0,1,0,0,0,1.00,0.00,0.00,0.00,0.00,0,0.10,0.10,1.0
IngsSOUFWD,Ings,SOU,FWD,6.00,0.0230,2.00,2,65,0,0,0,1,0,0,0,0,0,0,8.00,4.80,11.00,0.00,1.60,0,0.30,0.30,2.0
Felipe AndersonWHUMID,Felipe Anderson,WHU,MID,7.00,0.0860,1.00,1,65,0,0,0,2,0,0,1,0,0,0,0.00,3.80,1.60,0.00,0.50,0,0.10,0.10,1.0
AyewCRYFWD,Ayew,CRY,FWD,5.00,0.0300,2.00,2,64,0,0,1,0,0,0,0,0,0,0,8.00,9.00,12.80,19.00,4.10,0,0.40,0.40,2.0
WillockARSMID,Willock,ARS,MID,5.00,0.0020,3.00,3,63,0,0,1,0,0,0,0,0,0,0,6.00,0.00,0.00,0.00,0.00,0,0.60,0.60,3.0
MurrayBHAFWD,Murray,BHA,FWD,6.00,0.0360,2.00,2,63,0,0,1,0,0,0,0,0,0,0,0.00,4.20,3.10,4.00,1.10,0,0.30,0.30,2.0
LocadiaBHAFWD,Locadia,BHA,FWD,5.50,0.0030,2.00,2,63,0,0,1,0,0,0,0,0,0,0,8.00,3.20,1.40,19.00,2.40,0,0.40,0.40,2.0
WinksTOTMID,Winks,TOT,MID,5.50,0.0040,2.00,2,63,0,0,0,1,0,0,0,0,0,0,14.00,10.80,29.60,1.00,4.10,0,0.40,0.40,2.0
McGoldrickSHUFWD,McGoldrick,SHU,FWD,5.50,0.0020,2.00,2,62,0,0,0,1,0,0,0,0,0,0,0.00,2.00,2.30,8.00,1.20,0,0.40,0.40,2.0
CapoueWATMID,Capoue,WAT,MID,5.00,0.0100,2.00,2,90,0,0,0,3,0,0,0,0,0,0,7.00,9.20,2.60,1.00,1.30,0,0.40,0.40,2.0
DeeneyWATFWD,Deeney,WAT,FWD,6.50,0.0300,2.00,2,90,0,0,0,3,0,0,0,0,0,0,6.00,7.60,11.50,9.00,2.80,0,0.30,0.30,2.0
FabianskiWHUGKP,Fabianski,WHU,GKP,5.00,0.0520,1.00,1,90,0,0,0,5,0,0,0,0,4,0,18.00,28.60,0.00,0.00,2.90,0,0.20,0.20,1.0
CresswellWHUDEF,Cresswell,WHU,DEF,5.00,0.0050,0.00,0,90,0,0,0,5,0,0,0,0,0,0,7.00,9.00,1.50,0.00,1.10,0,0.00,0.00,0.0
FredericksWHUDEF,Fredericks,WHU,DEF,4.50,0.0040,0.00,0,90,0,0,0,5,0,0,0,0,0,0,11.00,11.40,1.80,0.00,1.30,0,0.00,0.00,0.0
DiopWHUDEF,Diop,WHU,DEF,4.50,0.0400,0.00,0,90,0,0,0,5,0,0,0,0,0,0,3.00,5.00,0.30,7.00,1.20,0,0.00,0.00,0.0
BalbuenaWHUDEF,Balbuena,WHU,DEF,4.50,0.0050,-1.00,-1,90,0,0,0,5,0,0,1,0,0,0,6.00,5.60,0.40,0.00,0.60,0,0.00,0.00,0.0
LanziniWHUMID,Lanzini,WHU,MID,6.50,0.0110,2.00,2,90,0,0,0,5,0,0,0,0,0,0,16.00,10.40,6.80,25.00,4.20,0,0.30,0.30,2.0
RiceWHUMID,Rice,WHU,MID,5.00,0.0290,2.00,2,90,0,0,0,5,0,0,0,0,0,0,15.00,16.20,1.80,0.00,1.80,0,0.40,0.40,2.0
HallerWHUFWD,Haller,WHU,FWD,7.50,0.0430,2.00,2,90,0,0,0,5,0,0,0,0,0,0,15.00,0.00,0.00,0.00,0.00,0,0.30,0.30,2.0
PatricioWOLGKP,Patricio,WOL,GKP,5.00,0.0500,6.00,6,90,0,0,1,0,0,0,0,0,1,0,23.00,0.00,0.00,0.00,0.00,0,1.20,1.20,6.0
DohertyWOLDEF,Doherty,WOL,DEF,6.00,0.0380,6.00,6,90,0,0,1,0,0,0,0,0,0,0,16.00,0.00,0.00,0.00,0.00,0,1.00,1.00,6.0
JonnyWOLDEF,Jonny,WOL,DEF,5.50,0.0130,5.00,5,90,0,0,1,0,0,0,1,0,0,0,18.00,0.00,0.00,0.00,0.00,0,0.90,0.90,5.0
CoadyWOLDEF,Coady,WOL,DEF,5.00,0.0160,6.00,6,90,0,0,1,0,0,0,0,0,0,0,20.00,0.00,0.00,0.00,0.00,0,1.20,1.20,6.0
BennettWOLDEF,Bennett,WOL,DEF,5.00,0.0070,6.00,6,90,0,0,1,0,0,0,0,0,0,0,22.00,0.00,0.00,0.00,0.00,0,1.20,1.20,6.0
BolyWOLDEF,Boly,WOL,DEF,5.00,0.0670,9.00,9,90,0,0,1,0,0,0,0,0,0,3,32.00,0.00,0.00,0.00,0.00,0,1.80,1.80,9.0
MoutinhoWOLMID,Moutinho,WOL,MID,5.50,0.0700,3.00,3,90,0,0,1,0,0,0,0,0,0,0,11.00,0.00,0.00,0.00,0.00,0,0.50,0.50,3.0
DendonckerWOLMID,Dendoncker,WOL,MID,4.50,0.1540,3.00,3,90,0,0,1,0,0,0,0,0,0,0,13.00,0.00,0.00,0.00,0.00,0,0.70,0.70,3.0
JimenezWOLFWD,Jimenez,WOL,FWD,7.50,0.2270,2.00,2,90,0,0,1,0,0,0,0,0,0,0,10.00,0.00,0.00,0.00,0.00,0,0.30,0.30,2.0
WilsonBOUFWD,Wilson,BOU,FWD,8.00,0.1890,5.00,5,89,0,1,0,1,0,0,0,0,0,0,10.00,2.40,2.30,37.00,4.20,0,0.60,0.60,5.0
LamelaTOTMID,Lamela,TOT,MID,6.00,0.0070,1.00,1,87,0,0,0,1,0,0,1,0,0,0,15.00,11.60,38.40,39.00,8.90,0,0.20,0.20,1.0
FirminoLIVFWD,Firmino,LIV,FWD,9.50,0.1110,5.00,5,85,0,1,0,1,0,0,0,0,0,0,26.00,24.60,14.80,66.00,10.50,0,0.50,0.50,5.0
LingardMUNMID,Lingard,MUN,MID,6.50,0.0160,2.00,2,85,0,0,1,0,0,0,1,0,0,0,2.00,0.00,0.00,0.00,0.00,0,0.30,0.30,2.0
RashfordMUNFWD,Rashford,MUN,FWD,8.50,0.1860,13.00,13,85,2,0,1,0,0,0,0,0,0,3,53.00,0.00,0.00,0.00,0.00,1,1.50,1.50,13.0
MkhitaryanARSMID,Mkhitaryan,ARS,MID,7.00,0.0240,2.00,2,83,0,0,1,0,0,0,1,0,0,0,0.00,0.00,0.00,0.00,0.00,0,0.30,0.30,2.0
McNeilBURMID,McNeil,BUR,MID,6.00,0.0040,3.00,3,83,0,0,1,0,0,0,0,0,0,0,15.00,15.80,5.30,0.00,2.10,0,0.50,0.50,3.0
BarnesBURFWD,Barnes,BUR,FWD,6.50,0.0170,13.00,13,83,2,0,1,0,0,0,0,0,0,3,58.00,71.40,1.80,89.00,16.20,1,2.00,2.00,13.0
BentekeCRYFWD,Benteke,CRY,FWD,6.00,0.0110,2.00,2,82,0,0,1,0,0,0,0,0,0,0,9.00,9.60,15.00,2.00,2.70,0,0.30,0.30,2.0
PukkiNORFWD,Pukki,NOR,FWD,6.50,0.0380,7.00,7,82,1,0,0,4,0,0,0,0,0,1,32.00,39.20,21.20,41.00,10.10,0,1.10,1.10,7.0
HourihaneAVLMID,Hourihane,AVL,MID,6.00,0.0030,2.00,2,81,0,0,0,1,0,0,0,0,0,0,12.00,16.40,10.80,0.00,2.70,0,0.30,0.30,2.0
O'ConnellSHUDEF,O'Connell,SHU,DEF,4.50,0.0040,2.00,2,90,0,0,0,1,0,0,0,0,0,0,12.00,15.60,1.60,0.00,1.70,0,0.40,0.40,2.0
BaldockSHUDEF,Baldock,SHU,DEF,4.50,0.0020,2.00,2,90,0,0,0,1,0,0,0,0,0,0,1.00,0.40,3.80,3.00,0.70,0,0.40,0.40,2.0
EganSHUDEF,Egan,SHU,DEF,4.50,0.0020,2.00,2,90,0,0,0,1,0,0,0,0,0,0,16.00,17.60,0.30,2.00,2.00,0,0.40,0.40,2.0
FleckSHUMID,Fleck,SHU,MID,5.00,0.0020,1.00,1,90,0,0,0,1,0,0,1,0,0,0,9.00,8.20,28.50,0.00,3.70,0,0.20,0.20,1.0
NorwoodSHUMID,Norwood,SHU,MID,5.00,0.0040,2.00,2,90,0,0,0,1,0,0,0,0,0,0,16.00,19.60,21.30,0.00,4.10,0,0.40,0.40,2.0
RobinsonSHUMID,Robinson,SHU,MID,5.50,0.0100,2.00,2,90,0,0,0,1,0,0,0,0,0,0,2.00,4.60,0.90,29.00,3.50,0,0.40,0.40,2.0
GunnSOUGKP,Gunn,SOU,GKP,4.50,0.0090,1.00,1,90,0,0,0,3,0,0,0,0,1,0,10.00,9.80,0.00,0.00,1.00,0,0.20,0.20,1.0
VestergaardSOUDEF,Vestergaard,SOU,DEF,5.00,0.0020,1.00,1,90,0,0,0,3,0,0,0,0,0,0,13.00,15.40,1.30,33.00,5.00,0,0.20,0.20,1.0
BertrandSOUDEF,Bertrand,SOU,DEF,5.00,0.0120,1.00,1,90,0,0,0,3,0,0,0,0,0,0,8.00,5.40,6.70,7.00,1.90,0,0.20,0.20,1.0
ValerySOUDEF,Valery,SOU,DEF,5.00,0.0040,1.00,1,90,0,0,0,3,0,0,0,0,0,0,5.00,5.60,15.20,6.00,2.70,0,0.20,0.20,1.0
BednarekSOUDEF,Bednarek,SOU,DEF,4.50,0.0080,1.00,1,90,0,0,0,3,0,0,0,0,0,0,13.00,20.60,10.80,10.00,4.10,0,0.20,0.20,1.0
RedmondSOUMID,Redmond,SOU,MID,6.50,0.0230,2.00,2,90,0,0,0,3,0,0,0,0,0,0,7.00,2.60,3.10,29.00,3.50,0,0.30,0.30,2.0
Ward-ProwseSOUMID,Ward-Prowse,SOU,MID,6.00,0.0100,2.00,2,90,0,0,0,3,0,0,0,0,0,0,10.00,9.00,15.10,17.00,4.10,0,0.30,0.30,2.0
Oriol RomeuSOUMID,Oriol Romeu,SOU,MID,4.50,0.0130,2.00,2,90,0,0,0,3,0,0,0,0,0,0,8.00,9.00,12.80,11.00,3.30,0,0.40,0.40,2.0
LlorisTOTGKP,Lloris,TOT,GKP,5.50,0.0950,3.00,3,90,0,0,0,1,0,0,0,0,3,0,13.00,21.40,0.00,0.00,2.10,0,0.50,0.50,3.0
AlderweireldTOTDEF,Alderweireld,TOT,DEF,5.50,0.0790,2.00,2,90,0,0,0,1,0,0,0,0,0,0,17.00,17.60,26.60,8.00,5.20,0,0.40,0.40,2.0
RoseTOTDEF,Rose,TOT,DEF,5.50,0.0260,2.00,2,90,0,0,0,1,0,0,0,0,0,0,13.00,19.20,53.00,2.00,7.40,0,0.40,0.40,2.0
SanchezTOTDEF,Sanchez,TOT,DEF,5.50,0.0120,2.00,2,90,0,0,0,1,0,0,0,0,0,0,14.00,15.40,11.80,21.00,4.80,0,0.40,0.40,2.0
Walker-PetersTOTDEF,Walker-Peters,TOT,DEF,5.00,0.0380,2.00,2,90,0,0,0,1,0,0,0,0,0,0,20.00,21.20,19.00,14.00,5.40,0,0.40,0.40,2.0
Lucas MouraTOTMID,Lucas Moura,TOT,MID,7.50,0.1110,5.00,5,90,0,1,0,1,0,0,0,0,0,0,19.00,23.40,39.40,30.00,9.30,0,0.70,0.70,5.0
SissokoTOTMID,Sissoko,TOT,MID,5.00,0.0200,5.00,5,90,0,1,0,1,0,0,0,0,0,0,13.00,17.80,20.40,51.00,8.90,0,1.00,1.00,5.0
NdombeleTOTMID,Ndombele,TOT,MID,6.00,0.0540,8.00,8,90,1,0,0,1,0,0,0,0,0,1,26.00,39.20,20.30,14.00,7.40,0,1.30,1.30,8.0
KaneTOTFWD,Kane,TOT,FWD,11.00,0.2980,13.00,13,90,2,0,0,1,0,0,0,0,0,3,50.00,64.00,23.80,95.00,18.30,1,1.20,1.20,13.0
FosterWATGKP,Foster,WAT,GKP,5.00,0.0290,1.00,1,90,0,0,0,3,0,0,0,0,1,0,9.00,10.00,0.00,0.00,1.00,0,0.20,0.20,1.0
HolebasWATDEF,Holebas,WAT,DEF,5.00,0.0430,1.00,1,90,0,0,0,3,0,0,0,0,0,0,7.00,12.60,3.80,0.00,1.60,0,0.20,0.20,1.0
Kiko FemeniaWATDEF,Kiko Femenia,WAT,DEF,4.50,0.0090,1.00,1,90,0,0,0,3,0,0,0,0,0,0,16.00,17.20,34.90,7.00,5.90,0,0.20,0.20,1.0
CathcartWATDEF,Cathcart,WAT,DEF,4.50,0.0440,1.00,1,90,0,0,0,3,0,0,0,0,0,0,10.00,10.40,0.30,0.00,1.10,0,0.20,0.20,1.0
DawsonWATDEF,Dawson,WAT,DEF,5.00,0.0030,1.00,1,90,0,0,0,3,0,0,0,0,0,0,13.00,21.20,0.40,37.00,5.90,0,0.20,0.20,1.0
DoucoureWATMID,Doucoure,WAT,MID,6.00,0.0340,0.00,0,90,0,0,0,3,1,0,0,0,0,0,7.00,4.40,23.10,2.00,3.00,0,0.00,0.00,0.0
HughesWATMID,Hughes,WAT,MID,5.50,0.0020,2.00,2,90,0,0,0,3,0,0,0,0,0,0,1.00,3.60,3.30,6.00,1.30,0,0.40,0.40,2.0
SterlingMCIMID,Sterling,MCI,MID,12.00,0.3470,20.00,20,90,3,0,1,0,0,0,1,0,0,3,55.00,103.60,12.70,74.00,19.00,1,1.70,1.70,20.0
MahrezMCIMID,Mahrez,MCI,MID,8.50,0.0230,14.00,14,90,0,3,1,0,0,0,0,0,0,2,45.00,52.60,51.20,39.00,14.30,1,1.60,1.60,14.0
RodrigoMCIMID,Rodrigo,MCI,MID,5.50,0.0150,3.00,3,90,0,0,1,0,0,0,0,0,0,0,15.00,15.20,3.10,0.00,1.80,0,0.50,0.50,3.0
de GeaMUNGKP,de Gea,MUN,GKP,5.50,0.1300,10.00,10,90,0,0,1,0,0,0,0,0,7,2,34.00,0.00,0.00,0.00,0.00,1,1.80,1.80,10.0
Wan-BissakaMUNDEF,Wan-Bissaka,MUN,DEF,5.50,0.3420,8.00,8,90,0,0,1,0,0,0,0,0,0,2,34.00,0.00,0.00,0.00,0.00,0,1.50,1.50,8.0
MaguireMUNDEF,Maguire,MUN,DEF,5.50,0.1780,6.00,6,90,0,0,1,0,0,0,0,0,0,0,29.00,0.00,0.00,0.00,0.00,0,1.10,1.10,6.0
LindelofMUNDEF,Lindelof,MUN,DEF,5.50,0.0130,5.00,5,90,0,0,1,0,0,0,1,0,0,0,24.00,0.00,0.00,0.00,0.00,0,0.90,0.90,5.0
ShawMUNDEF,Shaw,MUN,DEF,5.50,0.0210,6.00,6,90,0,0,1,0,0,0,0,0,0,0,27.00,0.00,0.00,0.00,0.00,0,1.10,1.10,6.0
PogbaMUNMID,Pogba,MUN,MID,8.50,0.0770,9.00,9,90,0,2,1,0,0,0,0,0,0,0,30.00,0.00,0.00,0.00,0.00,0,1.10,1.10,9.0
MartialMUNMID,Martial,MUN,MID,7.50,0.0690,7.00,7,90,1,0,1,0,0,0,1,0,0,0,19.00,0.00,0.00,0.00,0.00,0,0.90,0.90,7.0
McTominayMUNMID,McTominay,MUN,MID,5.00,0.0070,3.00,3,90,0,0,1,0,0,0,0,0,0,0,11.00,0.00,0.00,0.00,0.00,0,0.60,0.60,3.0
DubravkaNEWGKP,Dubravka,NEW,GKP,5.00,0.0100,2.00,2,90,0,0,0,1,0,0,0,0,1,0,9.00,0.00,0.00,0.00,0.00,0,0.40,0.40,2.0
RitchieNEWDEF,Ritchie,NEW,DEF,5.50,0.0060,2.00,2,90,0,0,0,1,0,0,0,0,0,0,14.00,0.00,0.00,0.00,0.00,0,0.40,0.40,2.0
SchärNEWDEF,Schär,NEW,DEF,5.00,0.0180,2.00,2,90,0,0,0,1,0,0,0,0,0,0,12.00,0.00,0.00,0.00,0.00,0,0.40,0.40,2.0
DummettNEWDEF,Dummett,NEW,DEF,4.50,0.0020,2.00,2,90,0,0,0,1,0,0,0,0,0,0,24.00,0.00,0.00,0.00,0.00,0,0.40,0.40,2.0
ManquilloNEWDEF,Manquillo,NEW,DEF,4.50,0.0020,2.00,2,90,0,0,0,1,0,0,0,0,0,0,10.00,0.00,0.00,0.00,0.00,0,0.40,0.40,2.0
LascellesNEWDEF,Lascelles,NEW,DEF,4.50,0.0790,2.00,2,90,0,0,0,1,0,0,0,0,0,0,13.00,0.00,0.00,0.00,0.00,0,0.40,0.40,2.0
AlmirónNEWMID,Almirón,NEW,MID,6.00,0.0090,1.00,1,90,0,0,0,1,0,0,1,0,0,0,2.00,0.00,0.00,0.00,0.00,0,0.20,0.20,1.0
HaydenNEWMID,Hayden,NEW,MID,4.50,0.0760,2.00,2,90,0,0,0,1,0,0,0,0,0,0,20.00,0.00,0.00,0.00,0.00,0,0.40,0.40,2.0
JoelintonNEWFWD,Joelinton,NEW,FWD,6.00,0.0250,2.00,2,90,0,0,0,1,0,0,0,0,0,0,15.00,0.00,0.00,0.00,0.00,0,0.30,0.30,2.0
KrulNORGKP,Krul,NOR,GKP,4.50,0.0130,1.00,1,90,0,0,0,4,0,0,0,0,4,0,19.00,30.40,0.00,0.00,3.00,0,0.20,0.20,1.0
GodfreyNORDEF,Godfrey,NOR,DEF,4.50,0.0030,0.00,0,90,0,0,0,4,0,0,0,0,0,0,18.00,23.80,0.10,7.00,3.10,0,0.00,0.00,0.0
AaronsNORDEF,Aarons,NOR,DEF,4.50,0.0300,0.00,0,90,0,0,0,4,0,0,0,0,0,0,16.00,25.80,1.40,0.00,2.70,0,0.00,0.00,0.0
LewisNORDEF,Lewis,NOR,DEF,4.50,0.0020,0.00,0,90,0,0,0,4,0,0,0,0,0,0,15.00,24.20,25.10,0.00,4.90,0,0.00,0.00,0.0
HanleyNORDEF,Hanley,NOR,DEF,4.00,0.0260,-2.00,-2,90,0,0,0,4,1,0,0,0,0,0,2.00,8.60,0.00,0.00,0.90,0,0.00,0.00,0.0
BuendiaNORMID,Buendia,NOR,MID,6.00,0.0070,4.00,4,90,0,1,0,4,0,0,1,0,0,0,16.00,34.20,40.50,24.00,9.90,0,0.70,0.70,4.0
McLeanNORMID,McLean,NOR,MID,5.00,0.0020,2.00,2,90,0,0,0,4,0,0,0,0,0,0,12.00,11.40,0.60,0.00,1.20,0,0.40,0.40,2.0
